licensee_name,postal_code,latitude,longitude,full_address,coordinates
NTUC Fairprice Co-operative Ltd,760239,1.433594531,103.8396867,239 YISHUN RING ROAD DBS NTUC YISHUN RING ROAD SINGAPORE 760239,"(1.433594531, 103.8396867)"
COLD STORAGE SINGAPORE (1983) PTE LTD,760291,1.435762303,103.8367289,291 YISHUN STREET 22 OCBC YISHUN ST 22 - 7 ELEVEN SINGAPORE 760291,"(1.435762303, 103.8367289)"
COLD STORAGE SINGAPORE (1983) PTE LTD,760293,1.435915985,103.8378584,293 YISHUN STREET 22 UOB YISHUN STREET 22 SINGAPORE 760293,"(1.435915985, 103.8378584)"
TAN KWEE ENG,760327,1.430071099,103.8423964,327 YISHUN RING ROAD YISHUN RIVERGREEN SINGAPORE 760327,"(1.430071099, 103.8423964)"
NTUC Fairprice Co-operative Ltd,760414,1.424528491,103.8465955,414 YISHUN RING ROAD OCBC YISHUN RING ROAD - FAIRPRICE SINGAPORE 760414,"(1.424528491, 103.8465955)"
COLD STORAGE SINGAPORE (1983) PTE LTD,760418,1.424899319,103.8472498,418 YISHUN AVENUE 11 SINGAPORE 760418,"(1.424899319, 103.8472498)"
PRIME SUPERMARKET (1996) PTE LTD,760761,1.425398424,103.833259,761 YISHUN STREET 72 UOB YISHUN STREET 72 SINGAPORE 760761,"(1.425398424, 103.833259)"
KAI SOON SUPERMARKET PTE. LTD.,760780,1.422138653,103.8328827,780 YISHUN RING ROAD KHATIB VALE SINGAPORE 760780,"(1.422138653, 103.8328827)"
SHENG SIONG SUPERMARKET PTE LTD,760845,1.415998147,103.8350536,845 YISHUN STREET 81 NEE SOON TOWN COUNCIL (NEE SOON SOUTH BRANCH) SINGAPORE 760845,"(1.415998147, 103.8350536)"
NTUC Fairprice Co-operative Ltd,760849,1.416943528,103.8352843,849 YISHUN RING ROAD OCBC YISHUN RING ROAD - FAIRPRICE SINGAPORE 760849,"(1.416943528, 103.8352843)"
SHENG SIONG SUPERMARKET PTE LTD,760925,1.427505489,103.8371253,925 YISHUN CENTRAL 1 EAGER BEAVER SCHOOLHOUSE 1 PTE. LTD. SINGAPORE 760925,"(1.427505489, 103.8371253)"
PHAN NEE TRADING LLP,768929,1.444341301,103.8390302,2B YISHUN AVENUE 7 SIMPANG LODGE I SINGAPORE 768929,"(1.444341301, 103.8390302)"
PHAN NEE INVESTMENTS (S) PTE LTD,768930,1.445276507,103.8380609,2C YISHUN AVENUE 7 SIMPANG LODGE 2 SINGAPORE 768930,"(1.445276507, 103.8380609)"
COLD STORAGE SINGAPORE (1983) PTE LTD,769092,1.41738337,103.8329799,201 YISHUN AVENUE 2 KHATIB MRT STATION SINGAPORE 769092,"(1.41738337, 103.8329799)"
NTUC Fairprice Co-operative Ltd,769093,1.429443085,103.835005,301 YISHUN AVENUE 2 YISHUN MRT STATION SINGAPORE 769093,"(1.429443085, 103.835005)"
COLD STORAGE SINGAPORE (1983) PTE LTD,769098,1.429733874,103.8358549,930 YISHUN AVENUE 2 YISHUN CENTRAL POST OFFICE SINGAPORE 769098,"(1.429733874, 103.8358549)"
NTUC Fairprice Co-operative Ltd,769162,1.411035991,103.8440399,1 ORCHID CLUB ROAD THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD SINGAPORE 769162,"(1.411035991, 103.8440399)"
SHENG SIONG SUPERMARKET PTE LTD,790473,1.397798747,103.8816988,473 FERNVALE STREET FERNVALE RIVERGROVE SINGAPORE 790473,"(1.397798747, 103.8816988)"
NTUC Fairprice Co-operative Ltd,791447,1.392138285,103.8724906,447A JALAN KAYU OCBC JALAN KAYU - FAIRPRICE SINGAPORE 791447,"(1.392138285, 103.8724906)"
GW TRADER PTE. LTD.,797455,1.418331386,103.8964479,8 SELETAR NORTH LINK DBS PPT LODGE 1A SINGAPORE 797455,"(1.418331386, 103.8964479)"
D-RON INVESTMENTS PTE. LTD.,797601,1.417641025,103.8963481,2 SELETAR NORTH LINK CARNIVAL CINEMAS S11 PUNGGOL SINGAPORE 797601,"(1.417641025, 103.8963481)"
NTUC Fairprice Co-operative Ltd,797653,1.391406419,103.8761657,33 SENGKANG WEST AVENUE OCBC SELETAR MALL - FAIRPRICE SINGAPORE 797653,"(1.391406419, 103.8761657)"
HONG AIK PTE LTD,798049,1.396950927,103.866644,19 SELETAR WEST FARMWAY 6 SELETAR LODGE ONE SINGAPORE 798049,"(1.396950927, 103.866644)"
LABIBA ENTERPRISE PTE. LTD.,799473,1.39657691,103.8728604,249A JALAN KAYU JALAN KAYU ESTATE SINGAPORE 799473,"(1.39657691, 103.8728604)"
COLD STORAGE SINGAPORE (1983) PTE LTD,807011,1.387367695,103.869348,1 SELETAR ROAD OCBC GREENWICH V SINGAPORE 807011,"(1.387367695, 103.869348)"
NTUC Fairprice Co-operative Ltd,819643,1.356239754,103.989365,60 AIRPORT BOULEVARD DBS CHANGI AIRPORT TERMINAL 2 ARRIVAL MEETING HALL SINGAPORE 819643,"(1.356239754, 103.989365)"
NTUC Fairprice Co-operative Ltd,819663,1.355568558,103.9858521,65 AIRPORT BOULEVARD OCBC CHANGI AIRPORT TERMINAL 3 - ARRIVAL HALL NORTH SINGAPORE 819663,"(1.355568558, 103.9858521)"
PRIME SUPERMARKET LIMITED?,820108,1.396498616,103.9088663,108 PUNGGOL FIELD UOB PUNGGOL FIELD SINGAPORE 820108,"(1.396498616, 103.9088663)"
NTUC Fairprice Co-operative Ltd,820168,1.394256298,103.9130435,168 PUNGGOL FIELD OCBC PUNGGOL PLAZA - FAIRPRICE SINGAPORE 820168,"(1.394256298, 103.9130435)"
U STARS SUPERMARKET PTE. LTD.,820261,1.405413536,103.8968239,261 PUNGGOL WAY NOBLELAND ARTS N LEARNING PLACE @PUNGGOL PTE. LTD. SINGAPORE 820261,"(1.405413536, 103.8968239)"
SHENG SIONG SUPERMARKET PTE LTD,820301,1.403580476,103.906279,301 PUNGGOL CENTRAL UOB PUNGGOL CENTRAL SINGAPORE 820301,"(1.403580476, 103.906279)"
NTUC Fairprice Co-operative Ltd,820612,1.404610028,103.9086656,612 PUNGGOL DRIVE SWEETLANDS CHILDCARE PUNGGOL 612 PTE. LTD. SINGAPORE 820612,"(1.404610028, 103.9086656)"
ANG MO SUPERMARKET PTE LTD,820639,1.399461178,103.9160545,639 PUNGGOL DRIVE DBS PUNGGOL DRIVE SINGAPORE 820639,"(1.399461178, 103.9160545)"
COLD STORAGE SINGAPORE (1983) PTE LTD,820671,1.40566048,103.9119913,671 EDGEFIELD PLAINS WATERWAY BANKS SINGAPORE 820671,"(1.40566048, 103.9119913)"
SHENG SIONG SUPERMARKET PTE LTD,821312,1.410819269,103.9003717,312A SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 821312,"(1.410819269, 103.9003717)"
LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,823273,1.402303014,103.9012624,273C PUNGGOL PLACE PUNGGOL REGALIA SINGAPORE 823273,"(1.402303014, 103.9012624)"
NTUC Fairprice Co-operative Ltd,823308,1.408006949,103.8990744,308C PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 823308,"(1.408006949, 103.8990744)"
COLD STORAGE SINGAPORE (1983) PTE LTD,824622,1.40053115,103.9105369,622D PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 824622,"(1.40053115, 103.9105369)"
NTUC Fairprice Co-operative Ltd,828761,1.4064583,103.9021295,83 PUNGGOL CENTRAL OCBC WATERWAY POINT BRANCH SINGAPORE 828761,"(1.4064583, 103.9021295)"
