,address,postal_code,latitude,longitude,full_address,coordinates,nearest_MRT,MRT_distance,nearest_Mall,Mall_distance,nearest_Market,Market_distance,nearest_Hawker,Hawker_distance,CBD_distance
8842,470B UPP SERANGOON CRES,532470,1.378930838,103.9009883,470B UPPER SERANGOON CRESCENT HOUGANG PARKVIEW SINGAPORE 532470,"(1.378930838, 103.9009883)",Kangkar,0.573861288,Rivervale   Plaza    Singapore ,0.739332829,NTUC Fairprice Co-operative Ltd,0.34569601,Kovan Market & Food Centre,2.759853929,11.89590426
8843,235 JURONG EAST ST 21,600235,1.339975979,103.74216,235 JURONG EAST STREET 21 SINGAPORE 600235,"(1.339975979, 103.74216)",Jurong East,0.752856954,Westgate    Singapore ,0.650487485,ONE EIGHT SHOP PTE. LTD.,0.629716818,Blk 254 Jurong East Street 24,0.620014722,13.66575411
8844,197B BOON LAY DR,642197,1.343781549,103.7135314,197B BOON LAY DRIVE BOON LAY FIELDS SINGAPORE 642197,"(1.343781549, 103.71353140000001)",Lakeside,0.809456346,Boon   Lay   Shopping   Centre    Singapore ,0.311338184,NTUC Fairprice Co-operative Ltd,0.311338184,Boon Lay Place Market and Food Village,0.197622647,16.72632545
8845,196A BOON LAY DR,641196,1.342902399,103.7139395,196A BOON LAY DRIVE BOON LAY FIELDS SINGAPORE 641196,"(1.342902399, 103.7139395)",Lakeside,0.77720039,Boon   Lay   Shopping   Centre    Singapore ,0.419021059,NTUC Fairprice Co-operative Ltd,0.419021059,Boon Lay Place Market and Food Village,0.303014273,16.64601107
8846,197D BOON LAY DR,644197,1.343607882,103.7138694,197D BOON LAY DRIVE MY FIRST SKOOL SINGAPORE 644197,"(1.343607882, 103.71386940000001)",Lakeside,0.773551279,Boon   Lay   Shopping   Centre    Singapore ,0.344516745,NTUC Fairprice Co-operative Ltd,0.344516745,Boon Lay Place Market and Food Village,0.225643565,16.68417267
8847,266A PUNGGOL WAY,821266,1.405960716,103.8979707,266A PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 821266,"(1.4059607159999998, 103.8979707)",Soo Teck,0.095814502,Waterway   Point    Singapore ,0.451151641,U STARS SUPERMARKET PTE. LTD.,0.141255603,Kovan Market & Food Centre,5.376498056,14.50572493
8848,312C SUMANG LINK,823312,1.410907281,103.9011861,312C SUMANG LINK MY FIRST SKOOL SINGAPORE 823312,"(1.4109072809999998, 103.90118609999999)",Nibong,0.143487747,Waterway   Point    Singapore ,0.494162375,SHENG SIONG SUPERMARKET PTE LTD,0.091057256,Kovan Market & Food Centre,6.001314202,15.147499
8849,312A SUMANG LINK,821312,1.410819269,103.9003717,312A SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 821312,"(1.410819269, 103.90037170000001)",Nibong,0.116416643,Waterway   Point    Singapore ,0.509036505,SHENG SIONG SUPERMARKET PTE LTD,0,Kovan Market & Food Centre,5.967151955,15.10566074
8850,334A ANCHORVALE CRES,541334,1.398386386,103.8894258,334A ANCHORVALE CRESCENT ANCHORVALE COVE SINGAPORE 541334,"(1.3983863859999999, 103.8894258)",Farmway,0.137388621,Compass   One    Singapore ,0.933131505,U STARS SUPERMARKET PTE. LTD.,0.172015646,Kovan Market & Food Centre,4.384727351,13.39390775
8851,333C ANCHORVALE LINK,543333,1.39441572,103.8917738,333C ANCHORVALE LINK ANCHORVALE ISLES SINGAPORE 543333,"(1.39441572, 103.8917738)",Cheng Lim,0.30924991,Compass   One    Singapore ,0.440075522,U STARS SUPERMARKET PTE. LTD.,0.390082128,Kovan Market & Food Centre,3.978229172,13.06233922
8852,326C ANCHORVALE RD,543326,1.395717128,103.8880654,326C ANCHORVALE ROAD ANCHORVALE HORIZON SINGAPORE 543326,"(1.395717128, 103.88806540000002)",Farmway,0.203494645,Compass   One    Singapore ,0.867815639,U STARS SUPERMARKET PTE. LTD.,0.181960168,Kovan Market & Food Centre,4.078032096,13.06473082
8853,453B FERNVALE RD,792453,1.394298886,103.8751108,453B FERNVALE ROAD FERNVALE FLORA SINGAPORE 792453,"(1.3942988859999998, 103.8751108)",Fernvale,0.282289844,The   Seletar   Mall    Singapore ,0.332613034,NTUC Fairprice Co-operative Ltd,0.342338608,Blk 527 Ang Mo Kio Ave 10,3.301369446,12.53779556
8854,280B SENGKANG EAST AVE,542280,1.386161977,103.8920918,280B SENGKANG EAST AVENUE COMPASSVALE ANCILLA SINGAPORE 542280,"(1.386161977, 103.89209179999999)",Renjong,0.187581459,Compass   One    Singapore ,0.733614078,NTUC Fairprice Co-operative Ltd,0.10540193,Kovan Market & Food Centre,3.08319824,12.21685477
8855,282C SENGKANG EAST AVE,543282,1.38509616,103.8925483,282C SENGKANG EAST AVENUE COMPASSVALE ANCILLA SINGAPORE 543282,"(1.38509616, 103.8925483)",Buangkok,0.250355622,Compass   One    Singapore ,0.823756993,NTUC Fairprice Co-operative Ltd,0.136152869,Kovan Market & Food Centre,2.979502233,12.12570827
8856,868A TAMPINES AVE 8,521868,1.355446818,103.9325443,868A TAMPINES AVENUE 8 TAMPINES GREENWOOD SINGAPORE 521868,"(1.355446818, 103.9325443)",Tampines,1.203367882,Our   Tampines   Hub    Singapore ,0.966149688,NTUC Fairprice Co-operative Ltd,0.209629313,Blk 137 Tampines Street 11,1.716590708,12.00128708
8857,522B TAMPINES CTRL 7,522522,1.357822766,103.9390848,522B TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 522522,"(1.357822766, 103.9390848)",Tampines,0.601177729,Tampines 1    Singapore ,0.527904512,NTUC Fairprice Co-operative Ltd,0.583800525,Blk 137 Tampines Street 11,1.471641978,12.72435406
8858,782E WOODLANDS CRES,735782,1.448051539,103.8027088,782E WOODLANDS CRESCENT WOODLANDS MEADOW SINGAPORE 735782,"(1.4480515390000002, 103.8027088)",Sembawang,1.932496583,Woodlands   Mart    Singapore ,0.571710437,FORTUNE SUPERMARKET PTE. LTD.,0.186412732,Marsiling Lane Food Centre,2.899324771,19.03244108
8859,424B YISHUN AVE 11,762424,1.423245545,103.8485419,424B YISHUN AVENUE 11 ORCHID SPRING @ YISHUN SINGAPORE 762424,"(1.423245545, 103.84854190000001)",Yishun,1.661623029,Wisteria   Mall    Singapore ,0.99988766,COLD STORAGE SINGAPORE (1983) PTE LTD,0.23333645,Chong Pang City Wet Market & Food Centre,2.436054765,15.48507423
8860,316A YISHUN AVE 9,761316,1.433355307,103.8427051,316A YISHUN AVENUE 9 YISHUN GREENWALK SINGAPORE 761316,"(1.4333553069999998, 103.8427051)",Yishun,0.945268124,Northpoint   City    Singapore ,0.945545609,NTUC Fairprice Co-operative Ltd,0.336578987,Chong Pang City Wet Market & Food Centre,1.608924217,16.63495153
8861,431D YISHUN AVE 1,764431,1.419969058,103.8469695,431D YISHUN AVENUE 1 VISTA SPRING @ YISHUN SINGAPORE 764431,"(1.4199690580000002, 103.8469695)",Khatib,1.579006767,Wisteria   Mall    Singapore ,0.673875454,NTUC Fairprice Co-operative Ltd,0.508688254,Chong Pang City Wet Market & Food Centre,2.448940328,15.12578717
8862,429B YISHUN AVE 11,762429,1.421715919,103.8492437,429B YISHUN AVENUE 11 ORCHID SPRING @ YISHUN SINGAPORE 762429,"(1.4217159190000002, 103.8492437)",Yishun,1.809135585,Wisteria   Mall    Singapore ,0.981351978,COLD STORAGE SINGAPORE (1983) PTE LTD,0.417644043,Chong Pang City Wet Market & Food Centre,2.576801258,15.3134905
8863,430B YISHUN AVE 11,762430,1.420987097,103.8486127,430B YISHUN AVENUE 11 ORCHID SPRING @ YISHUN SINGAPORE 762430,"(1.4209870969999998, 103.8486127)",Khatib,1.780738855,Wisteria   Mall    Singapore ,0.884697086,NTUC Fairprice Co-operative Ltd,0.453153156,Chong Pang City Wet Market & Food Centre,2.550527443,15.23383368
8864,334C YISHUN ST 31,763334,1.432626083,103.8463817,334C YISHUN STREET 31 YISHUN RIVERWALK SINGAPORE 763334,"(1.4326260830000002, 103.84638170000001)",Yishun,1.302575021,Northpoint   City    Singapore ,1.249969704,TAN KWEE ENG,0.5262788,Chong Pang City Wet Market & Food Centre,2.009713102,16.53460478
8865,432C YISHUN AVE 1,763432,1.419495702,103.8459734,432C YISHUN AVENUE 1 VISTA SPRING @ YISHUN SINGAPORE 763432,"(1.4194957019999999, 103.8459734)",Khatib,1.460985492,Wisteria   Mall    Singapore ,0.552224326,NTUC Fairprice Co-operative Ltd,0.563877863,Chong Pang City Wet Market & Food Centre,2.385527121,15.07737848
8866,432D YISHUN AVE 1,764432,1.419795164,103.8461741,432D YISHUN AVENUE 1 VISTA SPRING @ YISHUN SINGAPORE 764432,"(1.4197951640000002, 103.8461741)",Khatib,1.488558636,Wisteria   Mall    Singapore ,0.5840675,NTUC Fairprice Co-operative Ltd,0.528403105,Chong Pang City Wet Market & Food Centre,2.385263049,15.10973983
8867,175C YUNG KUANG RD,613175,1.332787862,103.7216401,175C YUNG KUANG ROAD CORPORATION TIARA SINGAPORE 613175,"(1.332787862, 103.7216401)",Lakeside,1.27952722,Taman   Jurong   Shopping   Centre    Singapore ,0.26356917,NTUC Fairprice Co-operative Ltd,0.121348629,Taman Jurong Market & Food Centre,0.210705459,15.43237498
8868,175A YUNG KUANG RD,611175,1.331952218,103.721514,175A YUNG KUANG ROAD ACEKIDZ @ SG PTE. LTD. SINGAPORE 611175,"(1.331952218, 103.721514)",Lakeside,1.371327881,Taman   Jurong   Shopping   Centre    Singapore ,0.342249159,NTUC Fairprice Co-operative Ltd,0.105050921,Taman Jurong Market & Food Centre,0.303837844,15.41312391
8869,527A PASIR RIS ST 51,511527,1.368422935,103.9475937,527A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511527,"(1.368422935, 103.9475937)",Pasir Ris,0.569212879,White   Sands    Singapore ,0.491195323,SHENG SIONG SUPERMARKET PTE LTD,0.145149385,Blk 137 Tampines Street 11,2.539169578,14.21038384
8870,313C SUMANG LINK,823313,1.410628851,103.9015519,313C SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 823313,"(1.410628851, 103.90155190000002)",Nibong,0.193947304,Waterway   Point    Singapore ,0.457668931,SHENG SIONG SUPERMARKET PTE LTD,0.132890302,Kovan Market & Food Centre,5.983175409,15.1335355
8871,453A FERNVALE RD,791453,1.394478832,103.8755584,453A FERNVALE ROAD FERNVALE FLORA SINGAPORE 791453,"(1.394478832, 103.8755584)",Fernvale,0.282804138,The   Seletar   Mall    Singapore ,0.337962833,NTUC Fairprice Co-operative Ltd,0.34824334,Blk 527 Ang Mo Kio Ave 10,3.350419008,12.56781214
8872,331C ANCHORVALE ST,543331,1.395577911,103.8897737,331C ANCHORVALE STREET ANCHORVALE HARVEST SINGAPORE 543331,"(1.395577911, 103.8897737)",Farmway,0.190235884,Compass   One    Singapore ,0.696422791,U STARS SUPERMARKET PTE. LTD.,0.15307641,Kovan Market & Food Centre,4.077394744,13.11023079
8873,279C SENGKANG EAST AVE,543279,1.385729322,103.8925954,279C SENGKANG EAST AVENUE COMPASSVALE ANCILLA SINGAPORE 543279,"(1.385729322, 103.8925954)",Renjong,0.258943383,Compass   One    Singapore ,0.755751073,NTUC Fairprice Co-operative Ltd,0.073354877,Kovan Market & Food Centre,3.049104673,12.19295001
8874,334B ANCHORVALE CRES,542334,1.398461727,103.8899692,334B ANCHORVALE CRESCENT ANCHORVALE COVE SINGAPORE 542334,"(1.398461727, 103.88996920000001)",Farmway,0.168250115,Compass   One    Singapore ,0.900880486,U STARS SUPERMARKET PTE. LTD.,0.196405365,Kovan Market & Food Centre,4.398627404,13.42093284
8875,333A ANCHORVALE LINK,541333,1.394684333,103.8908683,333A ANCHORVALE LINK ANCHORVALE ISLES SINGAPORE 541333,"(1.394684333, 103.8908683)",Farmway,0.335574878,Compass   One    Singapore ,0.540242154,U STARS SUPERMARKET PTE. LTD.,0.300781053,Kovan Market & Food Centre,3.99300831,13.0564228
8876,326D ANCHORVALE RD,544326,1.396130529,103.8880971,326D ANCHORVALE ROAD ANCHORVALE HORIZON SINGAPORE 544326,"(1.3961305290000001, 103.8880971)",Farmway,0.166545621,Compass   One    Singapore ,0.88704531,U STARS SUPERMARKET PTE. LTD.,0.1507657,Kovan Market & Food Centre,4.124124211,13.10952906
8877,868C TAMPINES AVE 8,523868,1.355857801,103.9333344,868C TAMPINES AVENUE 8 TAMPINES GREENWOOD SINGAPORE 523868,"(1.355857801, 103.9333344)",Tampines,1.12131067,Our   Tampines   Hub    Singapore ,0.905084211,NTUC Fairprice Co-operative Ltd,0.13222944,Blk 137 Tampines Street 11,1.679127807,12.09739977
8878,523B TAMPINES CTRL 7,522523,1.359866681,103.9383729,523B TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 522523,"(1.359866681, 103.9383729)",Tampines,0.814583408,Tampines 1    Singapore ,0.735342606,NTUC Fairprice Co-operative Ltd,0.663048243,Blk 137 Tampines Street 11,1.71139142,12.81242345
8879,523C TAMPINES CTRL 7,523523,1.359886708,103.93887,523C TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 523523,"(1.359886708, 103.93887)",Tampines,0.780024778,Tampines 1    Singapore ,0.699395504,NTUC Fairprice Co-operative Ltd,0.702393823,Blk 137 Tampines Street 11,1.691899538,12.85553563
8880,342B YISHUN RING RD,762342,1.430245961,103.8448383,342B YISHUN RING ROAD YISHUN NATURA SINGAPORE 762342,"(1.430245961, 103.84483829999999)",Yishun,1.09064706,Northpoint   City    Singapore ,0.997348105,TAN KWEE ENG,0.272138184,Chong Pang City Wet Market & Food Centre,1.84265919,16.27714462
8881,432B YISHUN AVE 1,762432,1.419099934,103.8464618,432B YISHUN AVENUE 1 VISTA SPRING @ YISHUN SINGAPORE 762432,"(1.4190999340000001, 103.8464618)",Khatib,1.508551781,Wisteria   Mall    Singapore ,0.593603702,NTUC Fairprice Co-operative Ltd,0.603811768,Chong Pang City Wet Market & Food Centre,2.455218639,15.03124428
8882,334D YISHUN ST 31,764334,1.43241465,103.8465171,334D YISHUN STREET 31 YISHUN RIVERWALK SINGAPORE 764334,"(1.43241465, 103.8465171)",Yishun,1.311465733,Northpoint   City    Singapore ,1.254054636,TAN KWEE ENG,0.526996721,Chong Pang City Wet Market & Food Centre,2.023688892,16.51058609
8883,197A BOON LAY DR,641197,1.344106102,103.7137192,197A BOON LAY DRIVE BOON LAY FIELDS SINGAPORE 641197,"(1.3441061019999998, 103.7137192)",Lakeside,0.786995838,Boon   Lay   Shopping   Centre    Singapore ,0.287712788,NTUC Fairprice Co-operative Ltd,0.287712788,Boon Lay Place Market and Food Village,0.167817898,16.72155517
8884,175B YUNG KUANG RD,612175,1.332833593,103.7210434,175B YUNG KUANG ROAD CORPORATION TIARA SINGAPORE 612175,"(1.332833593, 103.7210434)",Lakeside,1.271300136,Taman   Jurong   Shopping   Centre    Singapore ,0.23279635,NTUC Fairprice Co-operative Ltd,0.178779161,Taman Jurong Market & Food Centre,0.215344091,15.49627539
8885,526A PASIR RIS ST 51,511526,1.367541624,103.9471054,526A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511526,"(1.367541624, 103.9471054)",Pasir Ris,0.68008437,White   Sands    Singapore ,0.603221816,SHENG SIONG SUPERMARKET PTE LTD,0.25518121,Blk 137 Tampines Street 11,2.435226901,14.10495436
8886,525C PASIR RIS ST 51,513525,1.369960491,103.9474521,525C PASIR RIS STREET 51 COSTA RIS SINGAPORE 513525,"(1.3699604909999998, 103.94745209999999)",Pasir Ris,0.420330866,White   Sands    Singapore ,0.362351667,SHENG SIONG SUPERMARKET PTE LTD,0.060523337,Blk 137 Tampines Street 11,2.706849842,14.31215179
8887,524A PASIR RIS ST 51,511524,1.371279693,103.9477149,524A PASIR RIS STREET 51 COSTA RIS SINGAPORE 511524,"(1.3712796930000002, 103.94771490000001)",Pasir Ris,0.282805297,White   Sands    Singapore ,0.250865898,SHENG SIONG SUPERMARKET PTE LTD,0.178677598,Blk 137 Tampines Street 11,2.85598033,14.43212092
8888,312B SUMANG LINK,822312,1.411353096,103.9006147,312B SUMANG LINK PUNGGOL PARCVISTA SINGAPORE 822312,"(1.411353096, 103.9006147)",Nibong,0.065619518,Waterway   Point    Singapore ,0.556960255,SHENG SIONG SUPERMARKET PTE LTD,0.065216124,Kovan Market & Food Centre,6.031572353,15.17075995
8889,264A PUNGGOL WAY,821264,1.405977041,103.8985441,264A PUNGGOL WAY PUNGGOL EMERALD SINGAPORE 821264,"(1.4059770409999999, 103.8985441)",Soo Teck,0.152141314,Waterway   Point    Singapore ,0.387866016,U STARS SUPERMARKET PTE. LTD.,0.201224547,Kovan Market & Food Centre,5.394299967,14.53018789
8890,453D FERNVALE RD,794453,1.393417073,103.8753402,453D FERNVALE ROAD FERNVALE FLORA SINGAPORE 794453,"(1.3934170730000002, 103.8753402)",Fernvale,0.184525288,The   Seletar   Mall    Singapore ,0.232145019,NTUC Fairprice Co-operative Ltd,0.241674197,Blk 527 Ang Mo Kio Ave 10,3.249786517,12.44729102
8891,279A SENGKANG EAST AVE,541279,1.385774661,103.8930657,279A SENGKANG EAST AVENUE COMPASSVALE ANCILLA SINGAPORE 541279,"(1.385774661, 103.8930657)",Renjong,0.304069176,Compass   One    Singapore ,0.734211006,NTUC Fairprice Co-operative Ltd,0.049430409,Kovan Market & Food Centre,3.066853897,12.21725112
8892,329A ANCHORVALE ST,541329,1.396193022,103.8897218,329A ANCHORVALE STREET ANCHORVALE HARVEST SINGAPORE 541329,"(1.3961930219999998, 103.8897218)",Farmway,0.125640299,Compass   One    Singapore ,0.741205112,U STARS SUPERMARKET PTE. LTD.,0.090119275,Kovan Market & Food Centre,4.144876581,13.17310961
8893,440A FERNVALE LINK,791440,1.393188539,103.878692,440A FERNVALE LINK FERNVALE GARDENS SINGAPORE 791440,"(1.393188539, 103.878692)",Layar,0.188218592,The   Seletar   Mall    Singapore ,0.337149075,NTUC Fairprice Co-operative Ltd,0.343705692,Chomp Chomp Food Centre,3.491287898,12.50688339
8894,453C FERNVALE RD,793453,1.393532593,103.8750299,453C FERNVALE ROAD FERNVALE FLORA SINGAPORE 793453,"(1.3935325930000002, 103.87502990000002)",Fernvale,0.215363148,The   Seletar   Mall    Singapore ,0.259022908,NTUC Fairprice Co-operative Ltd,0.268021566,Blk 527 Ang Mo Kio Ave 10,3.234311415,12.45258724
8895,279B SENGKANG EAST AVE,542279,1.385415595,103.8929861,279B SENGKANG EAST AVENUE COMPASSVALE ANCILLA SINGAPORE 542279,"(1.385415595, 103.89298609999999)",Buangkok,0.272571639,Compass   One    Singapore ,0.774994444,NTUC Fairprice Co-operative Ltd,0.089451259,Kovan Market & Food Centre,3.025989579,12.17693842
8896,519C TAMPINES CTRL 8,523519,1.356213389,103.9399605,519C TAMPINES CENTRAL 8 CENTRALE 8 AT TAMPINES SINGAPORE 523519,"(1.356213389, 103.9399605)",Tampines,0.421419111,Tampines 1    Singapore ,0.358999264,NTUC Fairprice Co-operative Ltd,0.605690132,Blk 137 Tampines Street 11,1.268493103,12.68490362
8897,317C YISHUN AVE 9,763317,1.433780483,103.8431057,317C YISHUN AVENUE 9 YISHUN GREENWALK SINGAPORE 763317,"(1.433780483, 103.84310570000001)",Yishun,1.006173581,Northpoint   City    Singapore ,1.010061225,NTUC Fairprice Co-operative Ltd,0.380619014,Chong Pang City Wet Market & Food Centre,1.659091765,16.6795623
8898,431A YISHUN AVE 1,761431,1.419606825,103.8472882,431A YISHUN AVENUE 1 VISTA SPRING @ YISHUN SINGAPORE 761431,"(1.419606825, 103.8472882)",Khatib,1.607295792,Wisteria   Mall    Singapore ,0.696057009,NTUC Fairprice Co-operative Ltd,0.55265559,Chong Pang City Wet Market & Food Centre,2.500426367,15.0843623
8899,318A YISHUN AVE 9,761318,1.434074495,103.8435736,318A YISHUN AVENUE 9 PCF SPARKLETOTS KCARE CENTRE @ NEE SOON EAST BLK 318A SINGAPORE 761318,"(1.434074495, 103.84357359999998)",Yishun,1.067377067,Northpoint   City    Singapore ,1.070906951,NTUC Fairprice Co-operative Ltd,0.43535249,Chong Pang City Wet Market & Food Centre,1.715333443,16.70934107
8900,317A YISHUN AVE 9,761317,1.434505929,103.843292,317A YISHUN AVENUE 9 YISHUN GREENWALK SINGAPORE 761317,"(1.434505929, 103.843292)",Yishun,1.063131536,Northpoint   City    Singapore ,1.079118402,NTUC Fairprice Co-operative Ltd,0.413380979,Chong Pang City Wet Market & Food Centre,1.692583993,16.75894393
8901,318B YISHUN AVE 9,762318,1.433678336,103.8438713,318B YISHUN AVENUE 9 YISHUN GREENWALK SINGAPORE 762318,"(1.4336783359999998, 103.8438713)",Yishun,1.077912421,Northpoint   City    Singapore ,1.069499885,TAN KWEE ENG,0.433320401,Chong Pang City Wet Market & Food Centre,1.741938468,16.66361216
8902,547C SEGAR RD,673547,1.388538273,103.7687733,547C SEGAR ROAD SEGAR VALE SINGAPORE 673547,"(1.3885382730000002, 103.7687733)",Segar,0.129791664,Greenridge   Shopping   Centre    Singapore ,0.448727886,SHENG SIONG SUPERMARKET PTE LTD,0.095123741,Bukit Timah Market,5.501053515,14.82795015
8903,459 SEGAR RD,670459,1.387611612,103.7717174,459 SEGAR ROAD SEGAR MEADOWS SINGAPORE 670459,"(1.387611612, 103.77171740000001)",Segar,0.235756288,Fajar   Shopping   Centre    Singapore ,0.450331405,SHENG SIONG SUPERMARKET PTE LTD,0.248157338,Bukit Timah Market,5.359646746,14.5452149
8904,527B PASIR RIS ST 51,512527,1.368994531,103.9477101,527B PASIR RIS STREET 51 COSTA RIS SINGAPORE 512527,"(1.368994531, 103.9477101)",Pasir Ris,0.505148041,White   Sands    Singapore ,0.429763329,SHENG SIONG SUPERMARKET PTE LTD,0.080455434,Blk 137 Tampines Street 11,2.603881895,14.26213026
8905,261C PUNGGOL WAY,823261,1.405623025,103.8964704,261C PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 823261,"(1.405623025, 103.8964704)",Soo Teck,0.093126308,Waterway   Point    Singapore ,0.621713972,U STARS SUPERMARKET PTE. LTD.,0.045681114,Kovan Market & Food Centre,5.301232478,14.4120756
8906,329B ANCHORVALE ST,542329,1.395762815,103.8894668,329B ANCHORVALE STREET ANCHORVALE HARVEST SINGAPORE 542329,"(1.395762815, 103.8894668)",Farmway,0.160828875,Compass   One    Singapore ,0.736212593,U STARS SUPERMARKET PTE. LTD.,0.123316571,Kovan Market & Food Centre,4.094556073,13.11870251
8907,440B FERNVALE LINK,792440,1.393290629,103.878139,440B FERNVALE LINK FERNVALE GARDENS SINGAPORE 792440,"(1.393290629, 103.878139)",Layar,0.245266234,The   Seletar   Mall    Singapore ,0.295616584,NTUC Fairprice Co-operative Ltd,0.303337675,Blk 527 Ang Mo Kio Ave 10,3.469649324,12.50325942
8908,440C FERNVALE LINK,793440,1.392542518,103.878161,440C FERNVALE LINK FERNVALE GARDENS SINGAPORE 793440,"(1.3925425180000002, 103.87816099999999)",Layar,0.211635902,The   Seletar   Mall    Singapore ,0.249587964,NTUC Fairprice Co-operative Ltd,0.255254929,Chomp Chomp Food Centre,3.402341759,12.4230167
8909,335B ANCHORVALE CRES,542335,1.398577072,103.8884902,335B ANCHORVALE CRESCENT ANCHORVALE COVE SINGAPORE 542335,"(1.398577072, 103.8884902)",Farmway,0.172855315,Compass   One    Singapore ,1.019851851,U STARS SUPERMARKET PTE. LTD.,0.209672027,Kovan Market & Food Centre,4.398248678,13.38181152
8910,331B ANCHORVALE ST,542331,1.39567244,103.8901254,331B ANCHORVALE STREET ANCHORVALE HARVEST SINGAPORE 542331,"(1.39567244, 103.8901254)",Farmway,0.198375928,Compass   One    Singapore ,0.670473253,U STARS SUPERMARKET PTE. LTD.,0.163333947,Kovan Market & Food Centre,4.091982763,13.13287105
8911,524B TAMPINES CTRL 7,522524,1.358958135,103.9389111,524B TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 522524,"(1.358958135, 103.9389111)",Tampines,0.700104261,Tampines 1    Singapore ,0.621992129,NTUC Fairprice Co-operative Ltd,0.636682886,Blk 137 Tampines Street 11,1.594871024,12.79148338
8912,520A TAMPINES CTRL 8,521520,1.357010247,103.9399112,520A TAMPINES CENTRAL 8 CENTRALE 8 AT TAMPINES SINGAPORE 521520,"(1.3570102469999998, 103.93991120000001)",Tampines,0.473273379,Tampines 1    Singapore ,0.40177529,NTUC Fairprice Co-operative Ltd,0.635367538,Blk 137 Tampines Street 11,1.352060452,12.73693791
8913,519B TAMPINES CTRL 8,522519,1.357433654,103.9400517,519B TAMPINES CENTRAL 8 CENTRALE 8 AT TAMPINES SINGAPORE 522519,"(1.357433654, 103.9400517)",Tampines,0.491144139,Tampines 1    Singapore ,0.415447843,COLD STORAGE SINGAPORE (1983) PTE LTD,0.661752775,Blk 137 Tampines Street 11,1.389893866,12.77900242
8914,523A TAMPINES CTRL 7,521523,1.359370987,103.9383786,523A TAMPINES CENTRAL 7 TAMPINES GREENLEAF SINGAPORE 521523,"(1.359370987, 103.9383786)",Tampines,0.774402019,Tampines 1    Singapore ,0.696636668,NTUC Fairprice Co-operative Ltd,0.623209467,Blk 137 Tampines Street 11,1.660850922,12.77668749
8915,519D TAMPINES CTRL 8,524519,1.356207821,103.939594,519D TAMPINES CENTRAL 8 CENTRALE 8 AT TAMPINES SINGAPORE 524519,"(1.356207821, 103.939594)",Tampines,0.457700223,Tampines 1    Singapore ,0.39751203,NTUC Fairprice Co-operative Ltd,0.58123258,Blk 137 Tampines Street 11,1.284999405,12.65299157
8916,333D YISHUN ST 31,764333,1.432089858,103.8461983,333D YISHUN STREET 31 PCF SPARKLETOTS PRESCHOOL @ GAMBAS 333D (CC) SINGAPORE 764333,"(1.432089858, 103.8461983)",Yishun,1.268871394,Northpoint   City    Singapore ,1.207276436,TAN KWEE ENG,0.478537119,Chong Pang City Wet Market & Food Centre,1.987168583,16.47574795
8917,342C YISHUN RING RD,763342,1.429918918,103.8443675,342C YISHUN RING ROAD YISHUN NATURA SINGAPORE 763342,"(1.429918918, 103.8443675)",Yishun,1.036786043,Northpoint   City    Singapore ,0.937576217,TAN KWEE ENG,0.219760827,Chong Pang City Wet Market & Food Centre,1.794189092,16.24332785
8918,335A YISHUN ST 31,761335,1.433280527,103.8444368,335A YISHUN STREET 31 YISHUN RIVERWALK SINGAPORE 761335,"(1.433280527, 103.8444368)",Yishun,1.11879293,Northpoint   City    Singapore ,1.095647934,TAN KWEE ENG,0.42284934,Chong Pang City Wet Market & Food Centre,1.799465562,16.61630168
8919,334A YISHUN ST 31,761334,1.432906242,103.8446954,334A YISHUN STREET 31 YISHUN RIVERWALK SINGAPORE 761334,"(1.4329062419999998, 103.8446954)",Yishun,1.131737462,Northpoint   City    Singapore ,1.098186027,TAN KWEE ENG,0.405826068,Chong Pang City Wet Market & Food Centre,1.824553228,16.57337304
8920,432A YISHUN AVE 1,761432,1.41930729,103.8470436,432A YISHUN AVENUE 1 VISTA SPRING @ YISHUN SINGAPORE 761432,"(1.41930729, 103.84704359999999)",Khatib,1.575649542,Wisteria   Mall    Singapore ,0.661705799,NTUC Fairprice Co-operative Ltd,0.582704764,Chong Pang City Wet Market & Food Centre,2.495786871,15.05196481
8921,461 SEGAR RD,670461,1.386974345,103.7712801,461 SEGAR ROAD SEGAR MEADOWS SINGAPORE 670461,"(1.386974345, 103.7712801)",Segar,0.204128601,Fajar   Shopping   Centre    Singapore ,0.372476183,SHENG SIONG SUPERMARKET PTE LTD,0.236056703,Bukit Timah Market,5.293769257,14.51901032
8922,635B SENJA RD,672635,1.386602752,103.7577105,635B SENJA ROAD SENJA GATEWAY SINGAPORE 672635,"(1.386602752, 103.7577105)",Senja,0.659992942,Junction 10    Singapore ,0.774895916,NTUC Fairprice Co-operative Ltd,0.325254823,Blk 254 Jurong East Street 24,5.275174704,15.46199855
